fecha,anio,mes_numero,dia_semana,es_fin_de_semana,canal,categoria,unidades_vendidas,ventas_netas,margen_total,media_movil_7d_unidades,media_movil_30d_unidades,prediccion_naive_proximo_dia,tendencia_ventas
2024-12-06,2024,12,5,False,Amazon,Accesorios,7,354.82,75.18,5.714285,5.666666,5.714285,Tendencia estable
2024-12-07,2024,12,6,True,Amazon,Accesorios,7,354.82,75.18,5.428571,5.866666,5.428571,Tendencia estable
2024-12-08,2024,12,7,True,Amazon,Accesorios,7,354.82,75.18,5.571428,6.066666,5.571428,Tendencia estable
2024-12-09,2024,12,1,False,Amazon,Accesorios,6,312.48,73.01,5.857142,6.266666,5.857142,Tendencia estable
2024-12-10,2024,12,2,False,Amazon,Accesorios,4,287.08,68.52,6.142857,6.433333,6.142857,Tendencia estable
2024-12-11,2024,12,3,False,Amazon,Accesorios,4,287.08,68.52,6.142857,6.5,6.142857,Tendencia estable
2024-12-12,2024,12,4,False,Amazon,Accesorios,4,287.08,68.52,5.857142,6.566666,5.857142,Tendencia decreciente
2024-12-13,2024,12,5,False,Amazon,Accesorios,5,364.04,73.62,5.571428,6.633333,5.571428,Tendencia decreciente
2024-12-14,2024,12,6,True,Amazon,Accesorios,5,355.49,66.47,5.285714,6.666666,5.285714,Tendencia decreciente
2024-12-15,2024,12,7,True,Amazon,Accesorios,4,322.76,64.01,5.0,6.7,5.0,Tendencia decreciente
2024-12-16,2024,12,1,False,Amazon,Accesorios,2,127.27,8.46,4.571428,6.7,4.571428,Tendencia decreciente
2024-12-17,2024,12,2,False,Amazon,Accesorios,2,135.82,15.59,4.0,6.633333,4.0,Tendencia decreciente
2024-12-18,2024,12,3,False,Amazon,Accesorios,2,118.78,8.33,3.714285,6.5,3.714285,Tendencia decreciente
2024-12-19,2024,12,4,False,Amazon,Accesorios,2,109.62,0.68,3.428571,6.366666,3.428571,Tendencia decreciente
2024-12-20,2024,12,5,False,Amazon,Accesorios,2,122.25,11.22,3.142857,6.166666,3.142857,Tendencia decreciente
2024-12-21,2024,12,6,True,Amazon,Accesorios,2,125.62,14.05,2.714285,5.9,2.714285,Tendencia decreciente
2024-12-22,2024,12,7,True,Amazon,Accesorios,2,122.44,11.39,2.285714,5.633333,2.285714,Tendencia decreciente
2024-12-23,2024,12,1,False,Amazon,Accesorios,2,119.48,8.92,2.0,5.366666,2.0,Tendencia decreciente
2024-12-24,2024,12,2,False,Amazon,Accesorios,2,122.3,11.28,2.0,5.1,2.0,Tendencia decreciente
2024-12-25,2024,12,3,False,Amazon,Accesorios,1,37.6,-0.28,2.0,4.833333,2.0,Tendencia decreciente
2024-12-26,2024,12,4,False,Amazon,Accesorios,1,43.13,4.33,1.857142,4.6,1.857142,Tendencia decreciente
2024-12-27,2024,12,5,False,Amazon,Accesorios,1,45.34,6.18,1.714285,4.366666,1.714285,Tendencia decreciente
2024-12-28,2024,12,6,True,Amazon,Accesorios,1,38.7,0.63,1.571428,4.1,1.571428,Tendencia decreciente
2025-01-02,2025,1,4,False,Amazon,Accesorios,1,66.7,18.91,1.428571,3.833333,1.428571,Tendencia decreciente
2025-01-03,2025,1,5,False,Amazon,Accesorios,1,66.7,18.91,1.285714,3.566666,1.285714,Tendencia decreciente
2025-01-04,2025,1,6,True,Amazon,Accesorios,1,66.7,18.91,1.142857,3.4,1.142857,Tendencia decreciente
2025-01-05,2025,1,7,True,Amazon,Accesorios,2,141.82,46.85,1.0,3.266666,1.0,Tendencia decreciente
2025-01-06,2025,1,1,False,Amazon,Accesorios,2,141.82,46.85,1.142857,3.2,1.142857,Tendencia decreciente
2025-01-07,2025,1,2,False,Amazon,Accesorios,2,141.82,46.85,1.285714,3.133333,1.285714,Tendencia decreciente
2025-01-08,2025,1,3,False,Amazon,Accesorios,2,141.82,46.85,1.428571,3.0,1.428571,Tendencia decreciente
2025-01-09,2025,1,4,False,Amazon,Accesorios,4,215.86,72.51,1.571428,2.866666,1.571428,Tendencia decreciente
2025-01-10,2025,1,5,False,Amazon,Accesorios,4,215.86,72.51,2.0,2.766666,2.0,Tendencia decreciente
2025-10-17,2025,10,5,False,Amazon,Deporte,3,276.37,83.74,3.0,1.933333,3.0,Tendencia creciente
2025-10-18,2025,10,6,True,Amazon,Deporte,3,276.37,83.74,3.0,2.0,3.0,Tendencia creciente
2025-10-19,2025,10,7,True,Amazon,Deporte,3,276.37,83.74,3.0,2.066666,3.0,Tendencia creciente
2025-10-20,2025,10,1,False,Amazon,Deporte,3,276.37,83.74,3.0,2.1,3.0,Tendencia creciente
2025-10-25,2025,10,6,True,Amazon,Deporte,1,85.97,22.2,3.0,2.133333,3.0,Tendencia creciente
2025-10-26,2025,10,7,True,Amazon,Deporte,1,85.97,22.2,2.714285,2.1,2.714285,Tendencia creciente
2025-10-27,2025,10,1,False,Amazon,Deporte,2,103.24,18.74,2.428571,2.066666,2.428571,Tendencia creciente
2025-10-28,2025,10,2,False,Amazon,Deporte,2,103.24,18.74,2.285714,2.066666,2.285714,Tendencia creciente
2025-10-29,2025,10,3,False,Amazon,Deporte,2,103.24,18.74,2.142857,2.066666,2.142857,Tendencia estable
2025-10-30,2025,10,4,False,Amazon,Deporte,2,103.24,18.74,2.0,2.066666,2.0,Tendencia estable
2025-10-31,2025,10,5,False,Amazon,Deporte,2,103.24,18.74,1.857142,2.066666,1.857142,Tendencia decreciente
2025-11-01,2025,11,6,True,Amazon,Deporte,2,103.24,18.74,1.714285,2.033333,1.714285,Tendencia decreciente
2025-11-02,2025,11,7,True,Amazon,Deporte,2,103.24,18.74,1.857142,2.033333,1.857142,Tendencia estable
2025-11-03,2025,11,1,False,Amazon,Deporte,2,103.24,18.74,2.0,2.033333,2.0,Tendencia estable
2025-11-04,2025,11,2,False,Amazon,Deporte,2,103.24,18.74,2.0,2.066666,2.0,Tendencia estable
2025-11-05,2025,11,3,False,Amazon,Deporte,2,103.34,21.59,2.0,2.1,2.0,Tendencia estable
2025-11-06,2025,11,4,False,Amazon,Deporte,2,105.3,23.23,2.0,2.133333,2.0,Tendencia estable
2025-11-07,2025,11,5,False,Amazon,Deporte,2,95.52,15.06,2.0,2.166666,2.0,Tendencia estable
2025-11-08,2025,11,6,True,Amazon,Deporte,1,80.2,20.15,2.0,2.2,2.0,Tendencia estable
2025-11-09,2025,11,7,True,Amazon,Deporte,1,66.51,8.71,1.857142,2.2,1.857142,Tendencia decreciente
2025-11-10,2025,11,1,False,Amazon,Deporte,1,76.29,16.89,1.714285,2.2,1.714285,Tendencia decreciente
2025-11-11,2025,11,2,False,Amazon,Deporte,1,80.2,20.15,1.571428,2.2,1.571428,Tendencia decreciente
2025-11-12,2025,11,3,False,Amazon,Deporte,1,68.47,10.35,1.428571,2.2,1.428571,Tendencia decreciente
2025-11-13,2025,11,4,False,Amazon,Deporte,1,86.07,25.05,1.285714,2.133333,1.285714,Tendencia decreciente
2025-11-14,2025,11,5,False,Amazon,Deporte,1,88.03,26.69,1.142857,2.066666,1.142857,Tendencia decreciente
2025-11-15,2025,11,6,True,Amazon,Deporte,1,83.14,22.6,1.0,2.0,1.0,Tendencia decreciente
2025-12-04,2025,12,4,False,Amazon,Deporte,2,203.86,75.56,1.0,1.933333,1.0,Tendencia decreciente
2025-12-05,2025,12,5,False,Amazon,Deporte,3,287.31,92.87,1.142857,1.9,1.142857,Tendencia decreciente
2025-12-06,2025,12,6,True,Amazon,Deporte,3,287.31,92.87,1.428571,1.9,1.428571,Tendencia decreciente
2025-12-07,2025,12,7,True,Amazon,Deporte,3,287.31,92.87,1.714285,1.9,1.714285,Tendencia estable
2025-12-08,2025,12,1,False,Amazon,Deporte,3,287.31,92.87,2.0,1.9,2.0,Tendencia estable
2025-12-09,2025,12,2,False,Amazon,Deporte,3,287.31,92.87,2.285714,1.9,2.285714,Tendencia creciente
2025-12-10,2025,12,3,False,Amazon,Deporte,3,287.31,92.87,2.571428,1.9,2.571428,Tendencia creciente
2025-03-20,2025,3,4,False,Amazon,Electronica,3,218.7,54.43,4.0,5.733333,4.0,Tendencia decreciente
2025-03-21,2025,3,5,False,Amazon,Electronica,3,219.28,54.92,3.857142,5.766666,3.857142,Tendencia decreciente
2025-03-22,2025,3,6,True,Amazon,Electronica,3,217.83,53.7,3.714285,5.8,3.714285,Tendencia decreciente
2025-03-23,2025,3,7,True,Amazon,Electronica,2,109.01,19.36,3.571428,5.833333,3.571428,Tendencia decreciente
2025-03-24,2025,3,1,False,Amazon,Electronica,2,109.59,19.85,3.285714,5.766666,3.285714,Tendencia decreciente
2025-03-25,2025,3,2,False,Amazon,Electronica,2,106.69,17.42,3.0,5.566666,3.0,Tendencia decreciente
2025-03-26,2025,3,3,False,Amazon,Electronica,2,107.27,17.91,2.714285,5.366666,2.714285,Tendencia decreciente
2025-03-27,2025,3,4,False,Amazon,Electronica,2,103.2,14.51,2.428571,5.1,2.428571,Tendencia decreciente
2025-03-28,2025,3,5,False,Amazon,Electronica,2,106.11,16.94,2.285714,4.833333,2.285714,Tendencia decreciente
2025-03-29,2025,3,6,True,Amazon,Electronica,1,83.44,23.23,2.142857,4.533333,2.142857,Tendencia decreciente
2025-04-02,2025,4,3,False,Amazon,Electronica,1,56.69,13.23,1.857142,4.2,1.857142,Tendencia decreciente
2025-04-03,2025,4,4,False,Amazon,Electronica,1,56.69,13.23,1.714285,3.933333,1.714285,Tendencia decreciente
2025-04-04,2025,4,5,False,Amazon,Electronica,1,56.69,13.23,1.571428,3.666666,1.571428,Tendencia decreciente
2025-04-05,2025,4,6,True,Amazon,Electronica,1,56.69,13.23,1.428571,3.4,1.428571,Tendencia decreciente
2025-04-06,2025,4,7,True,Amazon,Electronica,1,56.69,13.23,1.285714,3.133333,1.285714,Tendencia decreciente
2025-04-07,2025,4,1,False,Amazon,Electronica,1,56.69,13.23,1.142857,2.933333,1.142857,Tendencia decreciente
2025-04-08,2025,4,2,False,Amazon,Electronica,1,56.69,13.23,1.0,2.733333,1.0,Tendencia decreciente
2025-04-09,2025,4,3,False,Amazon,Electronica,1,56.69,13.23,1.0,2.633333,1.0,Tendencia decreciente
2025-04-10,2025,4,4,False,Amazon,Electronica,1,56.69,13.23,1.0,2.5,1.0,Tendencia decreciente
2025-04-11,2025,4,5,False,Amazon,Electronica,1,56.69,13.23,1.0,2.4,1.0,Tendencia decreciente
2025-04-12,2025,4,6,True,Amazon,Electronica,1,56.69,13.23,1.0,2.333333,1.0,Tendencia decreciente
2025-04-13,2025,4,7,True,Amazon,Electronica,1,56.69,13.23,1.0,2.266666,1.0,Tendencia decreciente
2025-04-14,2025,4,1,False,Amazon,Electronica,2,137.86,59.15,1.0,2.2,1.0,Tendencia decreciente
2025-04-15,2025,4,2,False,Amazon,Electronica,2,122.54,46.36,1.142857,2.133333,1.142857,Tendencia decreciente
2025-04-16,2025,4,3,False,Amazon,Electronica,2,125.61,48.93,1.285714,2.066666,1.285714,Tendencia decreciente
2025-04-17,2025,4,4,False,Amazon,Electronica,2,104.16,31.02,1.428571,2.0,1.428571,Tendencia decreciente
2025-04-18,2025,4,5,False,Amazon,Electronica,4,294.58,119.67,1.571428,1.933333,1.571428,Tendencia decreciente
2025-04-19,2025,4,6,True,Amazon,Electronica,8,394.39,147.73,2.0,1.933333,2.0,Tendencia estable
2025-04-20,2025,4,7,True,Amazon,Electronica,8,376.01,132.38,3.0,2.066666,3.0,Tendencia creciente
2025-04-21,2025,4,1,False,Amazon,Electronica,8,403.58,155.4,4.0,2.2,4.0,Tendencia creciente
2025-04-22,2025,4,2,False,Amazon,Electronica,10,583.16,189.7,4.857142,2.333333,4.857142,Tendencia creciente
2025-04-23,2025,4,3,False,Amazon,Electronica,11,651.87,199.15,6.0,2.566666,6.0,Tendencia creciente
2024-12-19,2024,12,4,False,Amazon,Hogar,11,468.95,119.49,11.142857,6.433333,11.142857,Tendencia creciente
2024-12-20,2024,12,5,False,Amazon,Hogar,12,499.77,115.97,11.285714,6.566666,11.285714,Tendencia creciente
2024-12-21,2024,12,6,True,Amazon,Hogar,10,430.09,103.27,11.714285,6.733333,11.714285,Tendencia creciente
2024-12-22,2024,12,7,True,Amazon,Hogar,11,497.9,109.47,11.714285,6.8,11.714285,Tendencia creciente
2024-12-23,2024,12,1,False,Amazon,Hogar,11,531.05,135.99,11.428571,6.9,11.428571,Tendencia creciente
2024-12-24,2024,12,2,False,Amazon,Hogar,12,550.02,134.56,11.142857,7.0,11.142857,Tendencia creciente
2024-12-25,2024,12,3,False,Amazon,Hogar,11,535.49,136.94,11.285714,7.266666,11.285714,Tendencia creciente
2024-12-26,2024,12,4,False,Amazon,Hogar,7,384.42,100.66,11.142857,7.5,11.142857,Tendencia creciente
2024-12-27,2024,12,5,False,Amazon,Hogar,7,380.21,97.14,10.571428,7.6,10.571428,Tendencia creciente
2024-12-28,2024,12,6,True,Amazon,Hogar,7,386.52,102.42,9.857142,7.766666,9.857142,Tendencia creciente
2024-12-29,2024,12,7,True,Amazon,Hogar,5,327.7,81.94,9.428571,7.966666,9.428571,Tendencia creciente
2024-12-30,2024,12,1,False,Amazon,Hogar,4,224.09,41.32,8.571428,8.1,8.571428,Tendencia estable
2024-12-31,2024,12,2,False,Amazon,Hogar,4,225.14,42.21,7.571428,8.2,7.571428,Tendencia estable
2025-01-01,2025,1,3,False,Amazon,Hogar,3,194.32,45.73,6.428571,8.266666,6.428571,Tendencia decreciente
2025-01-02,2025,1,4,False,Amazon,Hogar,3,194.32,45.73,5.285714,8.333333,5.285714,Tendencia decreciente
2025-01-03,2025,1,5,False,Amazon,Hogar,2,123.01,36.61,4.714285,8.366666,4.714285,Tendencia decreciente
2025-01-08,2025,1,3,False,Amazon,Hogar,4,242.56,65.98,4.0,8.366666,4.0,Tendencia decreciente
2025-01-09,2025,1,4,False,Amazon,Hogar,4,242.56,65.98,3.571428,8.3,3.571428,Tendencia decreciente
2025-01-10,2025,1,5,False,Amazon,Hogar,6,347.16,100.36,3.428571,8.233333,3.428571,Tendencia decreciente
2025-01-11,2025,1,6,True,Amazon,Hogar,7,458.22,146.2,3.714285,8.2,3.714285,Tendencia decreciente
2025-01-12,2025,1,7,True,Amazon,Hogar,7,458.22,146.2,4.142857,8.2,4.142857,Tendencia decreciente
2025-01-13,2025,1,1,False,Amazon,Hogar,7,458.22,146.2,4.714285,8.133333,4.714285,Tendencia decreciente
2025-01-14,2025,1,2,False,Amazon,Hogar,7,458.22,146.2,5.285714,8.066666,5.285714,Tendencia decreciente
2025-01-15,2025,1,3,False,Amazon,Hogar,7,458.22,146.2,6.0,8.0,6.0,Tendencia decreciente
2025-01-16,2025,1,4,False,Amazon,Hogar,8,482.81,144.37,6.428571,7.9,6.428571,Tendencia decreciente
2025-01-17,2025,1,5,False,Amazon,Hogar,8,479.21,141.37,7.0,7.866666,7.0,Tendencia decreciente
2025-01-18,2025,1,6,True,Amazon,Hogar,8,484.61,145.87,7.285714,7.8,7.285714,Tendencia estable
2025-01-19,2025,1,7,True,Amazon,Hogar,8,485.21,146.38,7.428571,7.633333,7.428571,Tendencia estable
2025-01-20,2025,1,1,False,Amazon,Hogar,4,241.15,79.15,7.571428,7.466666,7.571428,Tendencia estable
2025-01-21,2025,1,2,False,Amazon,Hogar,4,242.05,79.89,7.142857,7.233333,7.142857,Tendencia estable
2025-01-22,2025,1,3,False,Amazon,Hogar,2,138.05,46.02,6.714285,6.966666,6.714285,Tendencia estable
2025-01-23,2025,1,4,False,Amazon,Hogar,1,23.99,-2.33,6.0,6.666666,6.0,Tendencia estable
2025-01-24,2025,1,5,False,Amazon,Hogar,1,24.59,-1.83,5.0,6.3,5.0,Tendencia decreciente
2024-11-26,2024,11,2,False,Amazon,Belleza,5,56.95,3.42,4.428571,4.033333,4.428571,Tendencia estable
2024-11-27,2024,11,3,False,Amazon,Belleza,5,57.32,3.74,4.428571,4.133333,4.428571,Tendencia estable
2024-11-28,2024,11,4,False,Amazon,Belleza,5,65.54,8.71,4.428571,4.266666,4.428571,Tendencia estable
2024-11-29,2024,11,5,False,Amazon,Belleza,6,77.18,3.41,4.428571,4.3,4.428571,Tendencia estable
2024-11-30,2024,11,6,True,Amazon,Belleza,6,77.53,3.69,4.714285,4.366666,4.714285,Tendencia estable
2024-12-01,2024,12,7,True,Amazon,Belleza,6,75.08,1.65,5.285714,4.433333,5.285714,Tendencia creciente
2024-12-02,2024,12,1,False,Amazon,Belleza,6,76.83,3.11,5.428571,4.466666,5.428571,Tendencia creciente
2024-12-03,2024,12,2,False,Amazon,Belleza,6,77.53,3.69,5.571428,4.5,5.571428,Tendencia creciente
2024-12-04,2024,12,3,False,Amazon,Belleza,9,200.74,43.49,5.714285,4.533333,5.714285,Tendencia creciente
2024-12-05,2024,12,4,False,Amazon,Belleza,9,203.9,46.13,6.285714,4.666666,6.285714,Tendencia creciente
2024-12-06,2024,12,5,False,Amazon,Belleza,5,154.49,37.42,6.857142,4.833333,6.857142,Tendencia creciente
2024-12-07,2024,12,6,True,Amazon,Belleza,5,153.61,36.69,6.714285,4.866666,6.714285,Tendencia creciente
2024-12-08,2024,12,7,True,Amazon,Belleza,6,177.67,38.96,6.571428,4.9,6.571428,Tendencia creciente
2024-12-09,2024,12,1,False,Amazon,Belleza,5,162.24,39.52,6.571428,4.966666,6.571428,Tendencia creciente
2024-12-10,2024,12,2,False,Amazon,Belleza,5,183.01,47.52,6.428571,5.0,6.428571,Tendencia creciente
2024-12-11,2024,12,3,False,Amazon,Belleza,5,183.01,47.52,6.285714,5.133333,6.285714,Tendencia creciente
2024-12-12,2024,12,4,False,Amazon,Belleza,6,200.47,47.34,5.714285,5.233333,5.714285,Tendencia estable
2024-12-13,2024,12,5,False,Amazon,Belleza,6,200.47,47.34,5.285714,5.266666,5.285714,Tendencia estable
2024-12-14,2024,12,6,True,Amazon,Belleza,6,200.47,47.34,5.428571,5.333333,5.428571,Tendencia estable
2024-12-15,2024,12,7,True,Amazon,Belleza,3,75.16,5.8,5.571428,5.4,5.571428,Tendencia estable
2024-12-16,2024,12,1,False,Amazon,Belleza,3,75.16,5.8,5.142857,5.366666,5.142857,Tendencia estable
2024-12-17,2024,12,2,False,Amazon,Belleza,3,75.16,5.8,4.857142,5.3,4.857142,Tendencia estable
2024-12-18,2024,12,3,False,Amazon,Belleza,3,75.16,5.8,4.571428,5.233333,4.571428,Tendencia decreciente
2024-12-19,2024,12,4,False,Amazon,Belleza,3,75.16,5.8,4.285714,5.166666,4.285714,Tendencia decreciente
2024-12-20,2024,12,5,False,Amazon,Belleza,3,91.66,12.12,3.857142,5.1,3.857142,Tendencia decreciente
2024-12-21,2024,12,6,True,Amazon,Belleza,3,91.66,12.12,3.428571,5.033333,3.428571,Tendencia decreciente
2024-12-22,2024,12,7,True,Amazon,Belleza,2,57.49,7.96,3.0,4.966666,3.0,Tendencia decreciente
2024-12-23,2024,12,1,False,Amazon,Belleza,2,57.49,7.96,2.857142,4.9,2.857142,Tendencia decreciente
2024-12-24,2024,12,2,False,Amazon,Belleza,4,154.81,53.31,2.714285,4.9,2.714285,Tendencia decreciente
2024-12-25,2024,12,3,False,Amazon,Belleza,4,154.81,53.31,2.857142,4.866666,2.857142,Tendencia decreciente
2024-12-26,2024,12,4,False,Amazon,Belleza,4,154.81,53.31,3.0,4.833333,3.0,Tendencia decreciente
2024-12-27,2024,12,5,False,Amazon,Belleza,5,174.75,54.49,3.142857,4.8,3.142857,Tendencia decreciente
2024-12-28,2024,12,6,True,Amazon,Belleza,5,174.75,54.49,3.428571,4.8,3.428571,Tendencia decreciente
2024-11-25,2024,11,1,False,Amazon,Moda Mujer,3,25.23,0.1,2.571428,4.633333,2.571428,Tendencia decreciente
2024-11-26,2024,11,2,False,Amazon,Moda Mujer,3,25.23,0.1,2.714285,4.366666,2.714285,Tendencia decreciente
2024-11-27,2024,11,3,False,Amazon,Moda Mujer,3,25.23,0.1,2.857142,4.133333,2.857142,Tendencia decreciente
2024-11-28,2024,11,4,False,Amazon,Moda Mujer,3,25.23,0.1,3.0,3.9,3.0,Tendencia decreciente
2024-11-29,2024,11,5,False,Amazon,Moda Mujer,3,25.23,0.1,3.0,3.666666,3.0,Tendencia decreciente
2024-11-30,2024,11,6,True,Amazon,Moda Mujer,3,25.23,0.1,3.0,3.466666,3.0,Tendencia decreciente
2024-12-01,2024,12,7,True,Amazon,Moda Mujer,3,25.23,0.1,3.0,3.366666,3.0,Tendencia decreciente
2024-12-02,2024,12,1,False,Amazon,Moda Mujer,3,70.32,16.81,3.0,3.266666,3.0,Tendencia estable
2024-12-03,2024,12,2,False,Amazon,Moda Mujer,3,70.32,16.81,3.0,3.166666,3.0,Tendencia estable
2024-12-04,2024,12,3,False,Amazon,Moda Mujer,3,70.32,16.81,3.0,3.1,3.0,Tendencia estable
2024-12-05,2024,12,4,False,Amazon,Moda Mujer,3,70.32,16.81,3.0,3.166666,3.0,Tendencia estable
2024-12-06,2024,12,5,False,Amazon,Moda Mujer,5,147.86,41.58,3.0,3.2,3.0,Tendencia estable
2024-12-07,2024,12,6,True,Amazon,Moda Mujer,6,184.94,50.68,3.285714,3.266666,3.285714,Tendencia estable
2024-12-08,2024,12,7,True,Amazon,Moda Mujer,6,178.61,45.4,3.714285,3.366666,3.714285,Tendencia creciente
2024-12-09,2024,12,1,False,Amazon,Moda Mujer,7,194.45,44.13,4.142857,3.466666,4.142857,Tendencia creciente
2024-12-10,2024,12,2,False,Amazon,Moda Mujer,7,194.6,44.26,4.714285,3.533333,4.714285,Tendencia creciente
2024-12-11,2024,12,3,False,Amazon,Moda Mujer,9,475.04,162.41,5.285714,3.633333,5.285714,Tendencia creciente
2024-12-12,2024,12,4,False,Amazon,Moda Mujer,9,467.72,156.29,6.142857,3.8,6.142857,Tendencia creciente
2024-12-13,2024,12,5,False,Amazon,Moda Mujer,9,743.18,276.01,7.0,3.966666,7.0,Tendencia creciente
2024-12-14,2024,12,6,True,Amazon,Moda Mujer,9,747.63,279.73,7.571428,4.133333,7.571428,Tendencia creciente
2024-12-15,2024,12,7,True,Amazon,Moda Mujer,9,717.77,254.79,8.0,4.3,8.0,Tendencia creciente
2024-12-16,2024,12,1,False,Amazon,Moda Mujer,10,858.14,318.42,8.428571,4.466666,8.428571,Tendencia creciente
2024-12-17,2024,12,2,False,Amazon,Moda Mujer,12,899.12,289.58,8.857142,4.666666,8.857142,Tendencia creciente
2024-12-18,2024,12,3,False,Amazon,Moda Mujer,11,892.49,305.91,9.571428,4.966666,9.571428,Tendencia creciente
2024-12-19,2024,12,4,False,Amazon,Moda Mujer,11,906.46,317.58,9.857142,5.266666,9.857142,Tendencia creciente
2024-12-20,2024,12,5,False,Amazon,Moda Mujer,10,857.92,291.53,10.142857,5.566666,10.142857,Tendencia creciente
2024-12-21,2024,12,6,True,Amazon,Moda Mujer,10,914.59,338.85,10.285714,5.833333,10.285714,Tendencia creciente
2024-12-22,2024,12,7,True,Amazon,Moda Mujer,10,920.89,344.11,10.428571,6.066666,10.428571,Tendencia creciente
2024-12-23,2024,12,1,False,Amazon,Moda Mujer,9,657.21,221.44,10.571428,6.3,10.571428,Tendencia creciente
2024-12-24,2024,12,2,False,Amazon,Moda Mujer,9,657.21,221.44,10.428571,6.5,10.428571,Tendencia creciente
2024-12-25,2024,12,3,False,Amazon,Moda Mujer,6,321.09,92.97,10.0,6.7,10.0,Tendencia creciente
2024-12-26,2024,12,4,False,Amazon,Moda Mujer,6,321.09,92.97,9.285714,6.8,9.285714,Tendencia creciente
2025-02-24,2025,2,1,False,Miravia,Electronica,4,119.84,52.52,5.0,3.666666,5.0,Tendencia creciente
2025-02-25,2025,2,2,False,Miravia,Electronica,4,119.84,52.52,4.714285,3.766666,4.714285,Tendencia creciente
2025-02-27,2025,2,4,False,Miravia,Electronica,1,85.59,35.22,4.571428,3.866666,4.571428,Tendencia creciente
2025-02-28,2025,2,5,False,Miravia,Electronica,1,85.59,35.22,4.0,3.866666,4.0,Tendencia estable
2025-03-01,2025,3,6,True,Miravia,Electronica,3,136.61,50.34,3.428571,3.8,3.428571,Tendencia estable
2025-03-02,2025,3,7,True,Miravia,Electronica,3,136.61,50.34,3.142857,3.8,3.142857,Tendencia decreciente
2025-03-03,2025,3,1,False,Miravia,Electronica,3,136.61,50.34,2.857142,3.8,2.857142,Tendencia decreciente
2025-03-04,2025,3,2,False,Miravia,Electronica,3,136.61,50.34,2.714285,3.766666,2.714285,Tendencia decreciente
2025-03-05,2025,3,3,False,Miravia,Electronica,3,136.61,50.34,2.571428,3.733333,2.571428,Tendencia decreciente
2025-03-06,2025,3,4,False,Miravia,Electronica,3,136.61,50.34,2.428571,3.7,2.428571,Tendencia decreciente
2025-03-07,2025,3,5,False,Miravia,Electronica,3,136.61,50.34,2.714285,3.666666,2.714285,Tendencia decreciente
2025-03-08,2025,3,6,True,Miravia,Electronica,3,136.61,50.34,3.0,3.633333,3.0,Tendencia decreciente
2025-03-09,2025,3,7,True,Miravia,Electronica,3,136.61,50.34,3.0,3.633333,3.0,Tendencia decreciente
2025-03-10,2025,3,1,False,Miravia,Electronica,2,51.02,15.12,3.0,3.6,3.0,Tendencia decreciente
2025-03-11,2025,3,2,False,Miravia,Electronica,2,51.02,15.12,2.857142,3.533333,2.857142,Tendencia decreciente
2025-03-12,2025,3,3,False,Miravia,Electronica,2,51.02,15.12,2.714285,3.466666,2.714285,Tendencia decreciente
2025-03-22,2025,3,6,True,Miravia,Electronica,1,78.85,22.48,2.571428,3.466666,2.571428,Tendencia decreciente
2025-03-23,2025,3,7,True,Miravia,Electronica,1,78.85,22.48,2.285714,3.433333,2.285714,Tendencia decreciente
2025-03-24,2025,3,1,False,Miravia,Electronica,1,78.85,22.48,2.0,3.4,2.0,Tendencia decreciente
2025-03-25,2025,3,2,False,Miravia,Electronica,1,78.85,22.48,1.714285,3.366666,1.714285,Tendencia decreciente
2025-03-26,2025,3,3,False,Miravia,Electronica,3,263.73,62.55,1.428571,3.333333,1.428571,Tendencia decreciente
2025-03-27,2025,3,4,False,Miravia,Electronica,3,263.73,62.55,1.571428,3.233333,1.571428,Tendencia decreciente
2025-03-28,2025,3,5,False,Miravia,Electronica,4,429.68,132.42,1.714285,3.133333,1.714285,Tendencia decreciente
2025-03-29,2025,3,6,True,Miravia,Electronica,4,429.68,132.42,2.0,3.066666,2.0,Tendencia decreciente
2025-03-30,2025,3,7,True,Miravia,Electronica,4,429.68,132.42,2.428571,3.0,2.428571,Tendencia decreciente
2025-03-31,2025,3,1,False,Miravia,Electronica,4,429.68,132.42,2.857142,2.966666,2.857142,Tendencia estable
2025-04-01,2025,4,2,False,Miravia,Electronica,4,429.68,132.42,3.285714,2.933333,3.285714,Tendencia creciente
2025-04-02,2025,4,3,False,Miravia,Electronica,3,350.83,109.94,3.714285,2.9,3.714285,Tendencia creciente
2025-04-03,2025,4,4,False,Miravia,Electronica,4,375.05,116.58,3.714285,2.833333,3.714285,Tendencia creciente
2025-04-04,2025,4,5,False,Miravia,Electronica,4,375.91,117.34,3.857142,2.8,3.857142,Tendencia creciente
2025-04-05,2025,4,6,True,Miravia,Electronica,4,376.48,117.84,3.857142,2.8,3.857142,Tendencia creciente
2025-04-06,2025,4,7,True,Miravia,Electronica,2,188.75,75.26,3.857142,2.8,3.857142,Tendencia creciente
2025-01-11,2025,1,6,True,Amazon,Accesorios,4,215.86,72.51,2.428571,2.666666,2.428571,Tendencia estable
2025-01-12,2025,1,7,True,Amazon,Accesorios,6,383.32,144.08,2.857142,2.566666,2.857142,Tendencia creciente
2025-01-13,2025,1,1,False,Amazon,Accesorios,6,326.48,121.32,3.428571,2.566666,3.428571,Tendencia creciente
2025-01-14,2025,1,2,False,Amazon,Accesorios,8,488.92,165.45,4.0,2.633333,4.0,Tendencia creciente
